keypoints,calibrated_keypoints,id,is_bad
"[array([568.46253436, 462.32730946]) array([265.49681436, 382.23835836])
 None array([273.23030647, 471.17360295])
 array([860.02821378, 472.31535695]) array([224.96666949, 316.95309411])
 None array([100.62770241, 421.39722223]) None
 array([163.88185301, 141.04872098]) None None None None None None None
 None None None None None None None None None None None None None None
 array([731.02095219,  20.31995891]) None
 array([821.22164298,  29.25675355]) None
 array([672.39650359,   3.74316013]) None
 array([903.04364314,  25.72655185]) None
 array([774.26786476,  26.27523628]) None None None
 array([656.77436048, 182.79891532]) array([844.29309363, 258.73238782])
 array([441.84273312, 189.12472804]) array([611.08572562, 177.49380283])
 array([700.17428217, 191.47732678]) array([574.31111802, 292.65562761])
 array([627.72881964, 221.49309625]) None None None None None None None]","[array([568.46253436, 462.32730946]) array([265.49681436, 382.23835836])
 None array([273.23030647, 471.17360295])
 array([860.02821378, 472.31535695]) None None
 array([100.62770241, 421.39722223]) None
 array([163.88185301, 141.04872098]) None None None None None None None
 None None None None None None None None None None None None None None
 array([731.02095219,  20.31995891]) None
 array([821.22164298,  29.25675355]) None
 array([672.39650359,   3.74316013]) None
 array([903.04364314,  25.72655185]) None
 array([774.26786476,  26.27523628]) None None None
 array([656.77436048, 182.79891532]) array([844.29309363, 258.73238782])
 array([441.84273312, 189.12472804]) array([611.08572562, 177.49380283])
 array([700.17428217, 191.47732678]) array([574.31111802, 292.65562761])
 array([627.72881964, 221.49309625]) None None None None None None None]",949,False
"[None array([386.71111622,  34.24419415])
 array([614.72778233, 348.8708439 ]) array([393.7231683, 485.7670113])
 array([ 37.72274034, 247.72059465]) None
 array([752.75770492, 263.37141905]) None None None
 array([942.68446792, 145.72570357]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]","[None array([386.71111622,  34.24419415])
 array([614.72778233, 348.8708439 ]) array([393.7231683, 485.7670113])
 array([ 37.72274034, 247.72059465]) None
 array([752.75770492, 263.37141905]) None None None
 array([942.68446792, 145.72570357]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]",950,False
"[array([252.44471196, 162.26876058]) array([383.54959782, 146.51170921])
 array([253.83152128, 225.54881815]) array([384.88142881, 203.24762894])
 array([249.53417373, 259.79246488]) array([562.27478662, 200.89105076])
 array([137.74186799, 245.30417221]) array([463.98499769, 189.78631722])
 array([228.86871002, 362.88975665]) array([930.55645064, 190.38998777])
 None array([609.39529868, 165.04137313]) None
 array([761.13648641, 139.21908143]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([753.47199987, 267.85956395]) array([531.93418524, 288.38549869])
 array([769.54831853, 229.97150526]) array([776.14642056, 260.19196762])
 array([721.86063531, 274.83888427]) array([534.66954085, 240.98742815])
 array([660.99539312, 256.50208677]) None None None None None None None]","[array([252.44471196, 162.26876058]) array([383.54959782, 146.51170921])
 array([253.83152128, 225.54881815]) array([384.88142881, 203.24762894])
 array([249.53417373, 259.79246488]) array([562.27478662, 200.89105076])
 array([137.74186799, 245.30417221]) array([463.98499769, 189.78631722])
 array([228.86871002, 362.88975665]) array([930.55645064, 190.38998777])
 None array([609.39529868, 165.04137313]) None
 array([761.13648641, 139.21908143]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([753.47199987, 267.85956395]) array([531.93418524, 288.38549869])
 array([769.54831853, 229.97150526]) array([776.14642056, 260.19196762])
 array([721.86063531, 274.83888427]) array([534.66954085, 240.98742815])
 array([660.99539312, 256.50208677]) None None None None None None None]",951,False
"[None None array([330.92249393, 264.84867891]) None
 array([235.1181464 , 331.26849118]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None]","[None None array([330.92249393, 264.84867891]) None
 array([235.1181464 , 331.26849118]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None]",952,False
"[array([303.70501625, 488.68271233]) None None None
 array([575.27628974, 443.0062682 ]) None None None
 array([926.70640869, 264.70567679]) None None None None None None None
 None None None None None None None None None None None None None None
 None array([407.88128672,  33.81967066]) None
 array([491.532123  ,  36.00263875]) None
 array([350.44990967,  22.19862034]) None
 array([563.16014134,  27.50670851]) None
 array([448.60808874,  36.41641423]) None
 array([610.15551739,   3.31228775])
 array([4.70312443e+02, 1.33920708e-01])
 array([354.12533395, 194.36029814]) array([538.58005859, 245.77038948])
 array([131.38772733, 225.9049416 ]) array([309.73343822, 194.07497719])
 array([396.49466267, 197.23269217]) array([283.35413283, 312.66631489])
 array([329.63780484, 235.29533926]) None None None None None None None]","[array([303.70501625, 488.68271233]) None None None
 array([575.27628974, 443.0062682 ]) None None None
 array([926.70640869, 264.70567679]) None None None None None None None
 None None None None None None None None None None None None None None
 None array([407.88128672,  33.81967066]) None
 array([491.532123  ,  36.00263875]) None
 array([350.44990967,  22.19862034]) None
 array([563.16014134,  27.50670851]) None
 array([448.60808874,  36.41641423]) None
 array([610.15551739,   3.31228775])
 array([4.70312443e+02, 1.33920708e-01])
 array([354.12533395, 194.36029814]) array([538.58005859, 245.77038948])
 array([131.38772733, 225.9049416 ]) array([309.73343822, 194.07497719])
 array([396.49466267, 197.23269217]) None
 array([329.63780484, 235.29533926]) None None None None None None None]",953,False
"[array([ 68.19077126, 173.0111677 ]) array([218.12022219, 154.46543133])
 array([ 72.38563562, 244.08110181]) array([220.64610365, 217.80811347])
 array([ 68.17824935, 280.65909682]) array([417.05973579, 211.80629859])
 None array([310.45794583, 201.89270787])
 array([ 44.3291717 , 395.25432918]) array([790.73334578, 198.52656816])
 None array([465.66513403, 174.38870292]) None
 array([623.03326878, 146.50176027]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([616.1270787 , 280.05091261]) array([382.95512308, 305.92525172])
 array([630.66477727, 240.7655869 ]) array([635.56801843, 272.6311078 ])
 array([582.73685227, 288.07204908]) array([386.41133875, 255.62923236])
 array([520.48527658, 269.88298284]) None None None None None None None]","[array([ 68.19077126, 173.0111677 ]) array([218.12022219, 154.46543133])
 array([ 72.38563562, 244.08110181]) array([220.64610365, 217.80811347])
 array([ 68.17824935, 280.65909682]) array([417.05973579, 211.80629859])
 None array([310.45794583, 201.89270787])
 array([ 44.3291717 , 395.25432918]) array([790.73334578, 198.52656816])
 None array([465.66513403, 174.38870292]) None
 array([623.03326878, 146.50176027]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([616.1270787 , 280.05091261]) array([382.95512308, 305.92525172])
 array([630.66477727, 240.7655869 ]) array([635.56801843, 272.6311078 ])
 array([582.73685227, 288.07204908]) array([386.41133875, 255.62923236])
 array([520.48527658, 269.88298284]) None None None None None None None]",954,False
"[array([539.65318063, 436.42266348]) array([285.39923849, 372.85919568])
 array([536.18266057, 514.20472053]) array([296.89134343, 445.96423138])
 array([770.59068507, 438.73172027]) array([253.49391958, 320.67826723])
 None array([149.62351321, 403.96676615]) None
 array([199.31763751, 174.39028092]) None None None None None
 array([332.23352009,  21.62142853]) None None None None None None None
 None None None None None None None array([696.93675666,  26.47261612])
 array([677.08708388,  78.07398296]) array([766.07168063,  31.24078624])
 array([735.24602677,  84.63251123]) array([652.91850156,  29.01521868])
 array([613.44653161,  64.69891681]) array([815.24011679,  40.96543232])
 array([801.53116783,  81.59092607]) array([736.17418903,  28.26940634])
 array([696.99645818,  82.38704123]) array([602.6625306 ,  44.48013507])
 array([848.87728937,  65.2920698 ]) array([718.76913659,  52.3116429 ])
 array([605.8767712 , 208.25400303]) array([762.39443463, 268.55301949])
 array([426.13438011, 212.28845577]) array([568.27221283, 199.45348842])
 array([641.64700225, 215.07014342]) array([541.28761495, 297.47337078])
 array([583.18723899, 239.59588509]) None None None None None None None]","[array([539.65318063, 436.42266348]) array([285.39923849, 372.85919568])
 array([536.18266057, 514.20472053]) array([296.89134343, 445.96423138])
 array([770.59068507, 438.73172027]) array([253.49391958, 320.67826723])
 None array([149.62351321, 403.96676615]) None
 array([199.31763751, 174.39028092]) None None None None None
 array([332.23352009,  21.62142853]) None None None None None None None
 None None None None None None None array([696.93675666,  26.47261612])
 array([677.08708388,  78.07398296]) array([766.07168063,  31.24078624])
 array([735.24602677,  84.63251123]) array([652.91850156,  29.01521868])
 array([613.44653161,  64.69891681]) array([815.24011679,  40.96543232])
 array([801.53116783,  81.59092607]) array([736.17418903,  28.26940634])
 array([696.99645818,  82.38704123]) array([602.6625306 ,  44.48013507])
 array([848.87728937,  65.2920698 ]) array([718.76913659,  52.3116429 ])
 array([605.8767712 , 208.25400303]) array([762.39443463, 268.55301949])
 array([426.13438011, 212.28845577]) array([568.27221283, 199.45348842])
 array([641.64700225, 215.07014342]) array([541.28761495, 297.47337078])
 array([583.18723899, 239.59588509]) None None None None None None None]",955,False
"[array([179.51746493, 173.63219675]) array([350.59434608, 152.68569882])
 array([182.20005803, 254.68554347]) array([352.19628889, 225.83050788])
 array([175.56207098, 299.87461008]) array([577.86946783, 223.0546872 ])
 array([ 31.82046155, 280.21086593]) array([452.1186367 , 208.86976183])
 array([147.03256589, 434.68547112]) None None
 array([641.38735472, 176.7434284 ]) None
 array([837.87779877, 143.39128448]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([828.86096295, 308.48929457]) array([545.84313132, 334.94442199])
 array([850.62053043, 260.32290672]) array([856.57081574, 298.71898307])
 array([790.43975128, 318.81657977]) array([552.84288163, 274.38198577])
 array([713.62096299, 294.24919028]) None None None None None None None]","[array([179.51746493, 173.63219675]) array([350.59434608, 152.68569882])
 array([182.20005803, 254.68554347]) array([352.19628889, 225.83050788])
 array([175.56207098, 299.87461008]) array([577.86946783, 223.0546872 ])
 array([ 31.82046155, 280.21086593]) array([452.1186367 , 208.86976183])
 array([147.03256589, 434.68547112]) None None
 array([641.38735472, 176.7434284 ]) None
 array([837.87779877, 143.39128448]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([828.86096295, 308.48929457]) array([545.84313132, 334.94442199])
 array([850.62053043, 260.32290672]) array([856.57081574, 298.71898307])
 array([790.43975128, 318.81657977]) array([552.84288163, 274.38198577])
 array([713.62096299, 294.24919028]) None None None None None None None]",956,False
"[None array([459.12374496,  62.92228418])
 array([681.10435275, 347.01061651]) array([459.12374496, 484.83384596])
 array([136.0738822 , 261.27127784]) None
 array([808.11029232, 268.15522041]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None]","[None array([459.12374496,  62.92228418])
 array([681.10435275, 347.01061651]) array([459.12374496, 484.83384596])
 array([136.0738822 , 261.27127784]) None
 array([808.11029232, 268.15522041]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None]",957,False
"[array([316.84152152, 256.85024876]) array([359.69999315, 202.76249705])
 array([319.83189106, 314.07945152]) array([361.92617538, 254.40219281])
 array([422.04195549, 377.94159089]) array([502.09441289, 222.99519371])
 array([281.99320144, 367.72353421]) array([387.94459494, 217.51576084])
 None array([752.61926109, 164.29475683])
 array([188.50803843, 500.25787583]) array([433.27384777, 153.25227255])
 None array([480.48390639,  86.32235731]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([828.48696774, 312.01368566]) array([726.33121343, 378.20382977])
 array([742.37029476, 247.6918548 ]) array([824.15467286, 295.67966745])
 array([824.41671597, 327.56160959]) array([598.41904878, 298.80562065])
 array([734.87095796, 306.63924515]) None None None None None None None]","[array([316.84152152, 256.85024876]) array([359.69999315, 202.76249705])
 array([319.83189106, 314.07945152]) array([361.92617538, 254.40219281])
 array([422.04195549, 377.94159089]) array([502.09441289, 222.99519371])
 array([281.99320144, 367.72353421]) array([387.94459494, 217.51576084])
 None array([752.61926109, 164.29475683])
 array([188.50803843, 500.25787583]) array([433.27384777, 153.25227255])
 None array([480.48390639,  86.32235731]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([828.48696774, 312.01368566]) array([726.33121343, 378.20382977])
 array([742.37029476, 247.6918548 ]) array([824.15467286, 295.67966745])
 array([824.41671597, 327.56160959]) array([598.41904878, 298.80562065])
 array([734.87095796, 306.63924515]) None None None None None None None]",958,False
"[array([433.76761331, 167.48884166]) array([602.91023205, 146.77313214])
 array([433.76761331, 249.92936245]) array([602.91023205, 223.59503296])
 array([427.39367365, 293.4473292 ]) array([845.72317089, 220.97166614])
 array([295.98653296, 271.3809185 ]) array([713.43710626, 206.38676727])
 array([400.78025747, 425.97206876]) None None
 array([917.63188554, 174.59506015]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None
 array([815.1472954 , 338.37353926]) None None None
 array([816.96639214, 274.37402043]) None None None None None None None
 None]","[array([433.76761331, 167.48884166]) array([602.91023205, 146.77313214])
 array([433.76761331, 249.92936245]) array([602.91023205, 223.59503296])
 array([427.39367365, 293.4473292 ]) array([845.72317089, 220.97166614])
 array([295.98653296, 271.3809185 ]) array([713.43710626, 206.38676727])
 array([400.78025747, 425.97206876]) None None
 array([917.63188554, 174.59506015]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None
 array([815.1472954 , 338.37353926]) None None None
 array([816.96639214, 274.37402043]) None None None None None None None
 None]",959,False
"[array([282.88954531, 222.86327316]) array([324.47930951, 168.05341653])
 array([285.86250594, 278.54518474]) array([326.7423971 , 219.25494346])
 array([387.51967561, 335.89931934]) array([461.1994339 , 188.03286789])
 array([250.55784628, 329.74937658]) array([351.67374308, 183.09571022])
 array([657.01098188, 491.60061511]) array([697.72548019, 130.87066832])
 array([160.69895976, 460.07641298]) array([395.06083147, 120.16914985])
 None array([437.23253028,  59.00533247]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([769.58543899, 269.98242256]) array([674.19820141, 333.83517496])
 array([688.49566216, 209.97243861]) array([766.58079131, 255.97101557])
 array([766.90705227, 284.98125547]) array([554.33101664, 259.88747417])
 array([682.68752283, 265.90710569]) None None None None None None None]","[array([282.88954531, 222.86327316]) array([324.47930951, 168.05341653])
 array([285.86250594, 278.54518474]) array([326.7423971 , 219.25494346])
 array([387.51967561, 335.89931934]) array([461.1994339 , 188.03286789])
 array([250.55784628, 329.74937658]) array([351.67374308, 183.09571022])
 array([657.01098188, 491.60061511]) array([697.72548019, 130.87066832])
 array([160.69895976, 460.07641298]) array([395.06083147, 120.16914985])
 None array([437.23253028,  59.00533247]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([769.58543899, 269.98242256]) array([674.19820141, 333.83517496])
 array([688.49566216, 209.97243861]) array([766.58079131, 255.97101557])
 array([766.90705227, 284.98125547]) array([554.33101664, 259.88747417])
 array([682.68752283, 265.90710569]) None None None None None None None]",960,False
"[None None None None None None None None None None None None None None
 None array([672.51685205,  81.30161669]) None None None None None None
 None None None None None None None None None
 array([370.05874368, 265.37288644]) None
 array([343.70550032, 312.16744388]) array([888.56884915, 243.27634012])
 array([460.97375218, 233.94290574]) array([942.47326634, 381.26167752])
 array([407.66532271, 360.05355815]) None
 array([346.06638521, 287.48253858]) array([668.89987815, 217.51565942])
 array([664.63114137, 406.28607889]) array([667.18456748, 297.03481579])
 None None None None None None None None None None None None None None]","[None None None None None None None None None None None None None None
 None array([672.51685205,  81.30161669]) None None None None None None
 None None None None None None None None None
 array([370.05874368, 265.37288644]) None
 array([343.70550032, 312.16744388]) array([888.56884915, 243.27634012])
 array([460.97375218, 233.94290574]) array([942.47326634, 381.26167752])
 array([407.66532271, 360.05355815]) None
 array([346.06638521, 287.48253858]) array([668.89987815, 217.51565942])
 array([664.63114137, 406.28607889]) array([667.18456748, 297.03481579])
 None None None None None None None None None None None None None None]",961,False
"[None None None None None None None None None None None None None None
 None None None array([303.91433957, 132.78504868]) None
 array([597.6087356 , 104.15954309]) None
 array([641.49012524, 152.05034269]) None
 array([738.69998276, 139.14232552]) array([826.32550953, 101.23214067])
 None array([821.63419499, 159.70539772]) None None
 array([455.41616781,  68.9036944 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([464.51004875, 235.18177045]) array([668.91725617, 267.88763665])
 array([446.31502178, 185.83375193]) array([443.7457    , 224.42913552])
 array([494.41934684, 245.02773194]) array([671.85553716, 205.77603709])
 array([551.0939293, 222.9024461])]","[None None None None None None None None None None None None None None
 None None None array([303.91433957, 132.78504868]) None
 array([597.6087356 , 104.15954309]) None
 array([641.49012524, 152.05034269]) None
 array([738.69998276, 139.14232552]) array([826.32550953, 101.23214067])
 None array([821.63419499, 159.70539772]) None None
 array([455.41616781,  68.9036944 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([464.51004875, 235.18177045]) array([668.91725617, 267.88763665])
 array([446.31502178, 185.83375193]) None
 array([494.41934684, 245.02773194]) None
 array([551.0939293, 222.9024461])]",962,False
"[None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None array([212.42941489, 353.95141156]) None None None None
 None None None None None None None]","[None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None array([212.42941489, 353.95141156]) None None None None
 None None None None None None None]",963,False
"[None None None None None None None None None None None None None None
 None None array([734.63535022, 438.67830259]) None None
 array([277.32058963, 117.57047286]) array([713.37517439, 273.07767214])
 array([335.01165363, 175.60635136]) array([833.0121212 , 247.50887665])
 array([451.26397477, 158.24398421]) array([549.58856751, 111.55730955])
 array([704.76811062, 141.80954702]) array([547.75024615, 180.80555187])
 array([701.00916269, 216.64237473]) None
 array([84.17655724, 72.40723778]) None None None None None None None None
 None None None None None None None None None None None None
 array([107.81195186, 284.01720538]) array([373.19472904, 317.07406476])
 array([ 83.56984766, 223.64267397]) array([ 81.47270443, 271.62160403])
 array([144.96685497, 295.68555884]) array([367.96386423, 240.89680907])
 array([217.67160955, 265.80787555])]","[None None None None None None None None None None None None None None
 None None array([734.63535022, 438.67830259]) None None
 array([277.32058963, 117.57047286]) array([713.37517439, 273.07767214])
 array([335.01165363, 175.60635136]) array([833.0121212 , 247.50887665])
 array([451.26397477, 158.24398421]) array([549.58856751, 111.55730955])
 array([704.76811062, 141.80954702]) array([547.75024615, 180.80555187])
 array([701.00916269, 216.64237473]) None
 array([84.17655724, 72.40723778]) None None None None None None None None
 None None None None None None None None None None None None
 array([107.81195186, 284.01720538]) array([373.19472904, 317.07406476])
 array([ 83.56984766, 223.64267397]) array([ 81.47270443, 271.62160403])
 array([144.96685497, 295.68555884]) None
 array([217.67160955, 265.80787555])]",964,False
"[None None None None None None None None None None None None None None
 None None array([232.41148973, 423.26975901])
 array([244.18949874, 132.14682758]) None
 array([700.0203994 , 133.85628406]) array([676.97090992, 306.58458226])
 array([587.17883367, 184.25865969]) array([888.84035525, 305.66100316])
 array([754.30282237, 183.24712513]) array([791.34181243, 129.78984644])
 array([846.06346578, 170.74521641]) array([786.98117875, 212.98071877])
 array([840.74606066, 261.90065625]) None
 array([646.16682563,  84.85564706]) None None None None None None None
 None None None None None None None None None None None None None
 array([106.79874031, 237.11931453]) array([238.11300474, 290.22435688])
 array([241.71355729, 193.22636685]) array([115.27824821, 225.11190649])
 array([108.13588854, 248.21337456]) array([435.60217969, 237.22289235])
 array([239.57801879, 237.16114192])]","[None None None None None None None None None None None None None None
 None None array([232.41148973, 423.26975901])
 array([244.18949874, 132.14682758]) None
 array([700.0203994 , 133.85628406]) array([676.97090992, 306.58458226])
 array([587.17883367, 184.25865969]) array([888.84035525, 305.66100316])
 array([754.30282237, 183.24712513]) array([791.34181243, 129.78984644])
 array([846.06346578, 170.74521641]) array([786.98117875, 212.98071877])
 array([840.74606066, 261.90065625]) None
 array([646.16682563,  84.85564706]) None None None None None None None
 None None None None None None None None None None None None None
 array([106.79874031, 237.11931453]) array([238.11300474, 290.22435688])
 array([241.71355729, 193.22636685]) array([115.27824821, 225.11190649])
 array([108.13588854, 248.21337456]) None
 array([239.57801879, 237.16114192])]",965,False
"[None array([702.25610353, 348.89466858]) None
 array([699.22212776, 520.54174283]) None
 array([395.45920535, 366.65652583]) None
 array([308.54332711, 492.00633634]) None None None None None None None
 None None None None None None None None None None None None None None
 None array([772.75516276,  50.31991625])
 array([773.02467624,  79.23046959]) array([821.26579284,  59.01755214])
 array([835.86954884,  88.85148277]) array([728.42016077,  45.50798258])
 array([718.33081845,  65.77855123]) array([860.28691082,  68.78989354])
 array([877.96745271,  90.91876603]) array([797.44225285,  54.33665778])
 array([805.56615479,  84.92148583]) array([688.64790373,  48.66820131])
 array([893.81751988,  83.13060039]) array([800.94694416,  67.53110324])
 array([828.30978621, 170.54660318]) None
 array([630.44491908, 185.55541595]) array([791.39229242, 168.82325657])
 array([863.28533188, 174.06953728]) array([848.79681018, 247.67605535])
 array([835.0178887 , 195.80123611]) array([791.45842654,  31.80877642])
 array([841.53509835,  39.43531283]) array([734.74242519,  17.88800096])
 array([778.46155086,  29.10279801]) array([804.08932072,  34.21768726])
 array([789.80405467,  25.58040492]) array([790.76314189,  29.19117203])]","[None array([702.25610353, 348.89466858]) None
 array([699.22212776, 520.54174283]) None
 array([395.45920535, 366.65652583]) None
 array([308.54332711, 492.00633634]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([797.44225285,  54.33665778]) None None None
 array([800.94694416,  67.53110324]) None None
 array([630.44491908, 185.55541595]) None None None
 array([835.0178887 , 195.80123611]) array([791.45842654,  31.80877642])
 None None None array([804.08932072,  34.21768726]) None None]",966,False
"[None None None None None None None None None None None None None None
 None None None array([882.07175754, 216.58133483]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None]","[None None None None None None None None None None None None None None
 None None None array([882.07175754, 216.58133483]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None]",967,False
"[None None None None None None None None None None None None None None
 None None array([722.0081775 , 329.78319658]) None None
 array([330.48903295,  50.79273127]) array([706.38418176, 186.70388563])
 array([378.79510019, 101.51641885]) array([811.61574636, 164.0495333 ])
 array([480.44119609,  86.09133761]) array([566.17267042,  45.05557978])
 array([701.39586886,  71.82292499]) array([564.10954385, 105.78679254])
 array([697.65126337, 137.22239499]) None
 array([160.18940392,  10.70434949]) None None None None None None None
 None None None None None None None None None None None None None
 array([185.32444247, 195.33139162]) array([411.50664811, 224.29134112])
 array([165.36577781, 142.08129875]) array([162.72703314, 184.62854601])
 array([219.11169166, 204.84020969]) array([407.94012496, 158.31821114])
 array([278.9374335 , 179.76683438])]","[None None None None None None None None None None None None None None
 None None array([722.0081775 , 329.78319658]) None None
 array([330.48903295,  50.79273127]) array([706.38418176, 186.70388563])
 array([378.79510019, 101.51641885]) array([811.61574636, 164.0495333 ])
 array([480.44119609,  86.09133761]) array([566.17267042,  45.05557978])
 array([701.39586886,  71.82292499]) array([564.10954385, 105.78679254])
 array([697.65126337, 137.22239499]) None
 array([160.18940392,  10.70434949]) None None None None None None None
 None None None None None None None None None None None None None
 array([185.32444247, 195.33139162]) array([411.50664811, 224.29134112])
 array([165.36577781, 142.08129875]) array([162.72703314, 184.62854601])
 array([219.11169166, 204.84020969]) None
 array([278.9374335 , 179.76683438])]",968,False
"[None None None None None None None None None None None None None None
 None None array([663.27515086, 389.91432554]) None None
 array([270.96378297, 116.86995649]) array([646.21938545, 249.23955825])
 array([321.57074526, 166.63957535]) array([747.54932125, 227.00855641])
 array([422.00472583, 151.77541761]) array([506.72787064, 110.62654034])
 array([639.09251384, 137.1158134 ]) array([505.15923799, 170.99236989])
 array([636.29567754, 201.29791358]) None
 array([105.68230485,  78.67351718]) None None None None None None None
 None None None None None None None None None None None None None
 array([125.71591142, 261.52759176]) array([356.73346008, 288.65795941])
 array([105.57408941, 208.70820896]) array([102.39207019, 250.92823818])
 array([158.99385568, 270.61878311]) array([350.48956005, 223.28390389])
 array([220.81739297, 245.34672982])]","[None None None None None None None None None None None None None None
 None None array([663.27515086, 389.91432554]) None None
 array([270.96378297, 116.86995649]) array([646.21938545, 249.23955825])
 array([321.57074526, 166.63957535]) array([747.54932125, 227.00855641])
 array([422.00472583, 151.77541761]) array([506.72787064, 110.62654034])
 array([639.09251384, 137.1158134 ]) array([505.15923799, 170.99236989])
 array([636.29567754, 201.29791358]) None
 array([105.68230485,  78.67351718]) None None None None None None None
 None None None None None None None None None None None None None
 array([125.71591142, 261.52759176]) array([356.73346008, 288.65795941])
 array([105.57408941, 208.70820896]) array([102.39207019, 250.92823818])
 array([158.99385568, 270.61878311]) None
 array([220.81739297, 245.34672982])]",969,False
"[None None None None None array([205.8337581 , 434.97426744]) None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([473.92136216, 220.2210946 ]) None None None None None None None
 None None None None]","[None None None None None array([205.8337581 , 434.97426744]) None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([473.92136216, 220.2210946 ]) None None None None None None None
 None None None None]",970,False
"[None None None None None None None None None None None None None None
 None None array([763.48351857, 480.13266187]) None None
 array([272.05432825, 136.73011375]) array([738.47629744, 302.68346417])
 array([335.19647994, 198.22628839]) array([866.74500775, 275.81857858])
 array([458.46793684, 180.32922087]) array([563.5766999, 129.8899354])
 array([729.50257872, 162.63490068]) array([561.54687823, 204.43770653])
 array([725.58937014, 242.8045738 ]) None
 array([69.32875148, 89.31590292]) None None None None None None None None
 None None None None None None None None None None None None
 array([ 90.80353041, 314.51044357]) array([375.49678742, 349.10967592])
 array([ 67.10257576, 250.0446349 ]) array([ 61.86422128, 301.24035021])
 array([129.58063323, 325.88739712]) array([366.26645028, 268.56339496])
 array([206.66397539, 295.18499134])]","[None None None None None None None None None None None None None None
 None None array([763.48351857, 480.13266187]) None None
 array([272.05432825, 136.73011375]) array([738.47629744, 302.68346417])
 array([335.19647994, 198.22628839]) array([866.74500775, 275.81857858])
 array([458.46793684, 180.32922087]) array([563.5766999, 129.8899354])
 array([729.50257872, 162.63490068]) array([561.54687823, 204.43770653])
 array([725.58937014, 242.8045738 ]) None
 array([69.32875148, 89.31590292]) None None None None None None None None
 None None None None None None None None None None None None
 array([ 90.80353041, 314.51044357]) array([375.49678742, 349.10967592])
 array([ 67.10257576, 250.0446349 ]) array([ 61.86422128, 301.24035021])
 array([129.58063323, 325.88739712]) None None]",971,False
"[None None None None None None None None None None None None None None
 None None None None array([882.2243618 , 487.34059512])
 array([564.49825   , 199.32889403]) None
 array([379.4604778, 286.1558074]) None
 array([656.32262991, 282.56566582]) array([715.88560598, 193.83044079])
 array([807.28075679, 261.90584593]) array([712.15564224, 333.17705803])
 array([801.79368623, 414.4319646 ]) None
 array([473.9499189 , 117.24883229]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None]","[None None None None None None None None None None None None None None
 None None None None array([882.2243618 , 487.34059512])
 array([564.49825   , 199.32889403]) None
 array([379.4604778, 286.1558074]) None
 array([656.32262991, 282.56566582]) array([715.88560598, 193.83044079])
 array([807.28075679, 261.90584593]) array([712.15564224, 333.17705803])
 array([801.79368623, 414.4319646 ]) None
 array([473.9499189 , 117.24883229]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None]",972,True
